Date,pred,actual
2024-04-24,14066.423293750187,16140.2001953125
2024-04-25,14064.64802847708,16220.0
2024-04-26,14065.728072414197,16202.0
2024-04-29,14074.949182577797,16203.0
2024-04-30,14086.049090864148,16246.0
2024-05-01,14109.287380998263,16273.0
2024-05-02,14125.318756848406,16190.400390625
2024-05-03,14101.164197404803,16097.0
2024-05-06,14079.059859323723,16077.0
2024-05-07,14063.052301613285,16034.0
2024-05-08,14063.689680514326,16073.0
2024-05-09,14053.036690255896,16074.0
2024-05-10,14021.590752320863,16030.0
2024-05-13,14015.707599426734,16038.0
2024-05-14,14033.748723991604,16121.0
2024-05-15,13979.412864067772,16102.0
2024-05-16,13942.544628925694,15914.0
2024-05-17,13942.260345423465,15930.7998046875
2024-05-20,13926.755712033771,15958.0
2024-05-21,13901.941538332601,16031.0
2024-05-22,13924.48212868786,16005.0
2024-05-23,13946.12828434316,16040.7001953125
2024-05-24,13955.360216815277,16095.0
2024-05-27,13977.710418272469,16038.0
2024-05-28,13969.674007221356,16071.0
2024-05-29,13993.861947587613,16117.0
2024-05-30,14045.941980078396,16232.099609375
2024-05-31,14070.333257045948,16228.0
2024-06-03,14081.701188635287,16243.0
2024-06-04,14081.598500863047,16203.0
2024-06-05,14087.137128749215,16276.0
2024-06-06,14089.821938764784,16315.0
2024-06-07,14095.538319551408,16241.7001953125
2024-06-10,14105.481806517044,16270.0
2024-06-11,14109.31881838493,16312.0
2024-06-12,14076.120204962888,16305.400390625
2024-06-13,14067.586329112755,16230.0
2024-06-14,14097.936033458433,16286.0
2024-06-17,14057.853976341228,16479.900390625
2024-06-18,14050.079610789699,16479.0
2024-06-19,14054.824956244556,16379.0
2024-06-20,14052.63649792891,16380.900390625
2024-06-21,14055.331388757702,16491.900390625
2024-06-24,14067.206355899452,16443.0
2024-06-25,14063.689062821575,16394.099609375
2024-06-26,14067.191414661163,16401.0
2024-06-27,14055.203790170524,16434.0
2024-06-28,14039.246330338428,16374.400390625
2024-07-01,14023.341885204296,16343.0
2024-07-02,14028.052133137155,16390.0
2024-07-03,14027.986868705295,16391.0
2024-07-04,14017.044572021472,16340.0
2024-07-05,14006.529859056078,16328.5
2024-07-08,13988.301028785456,16245.0
2024-07-09,13992.000454351268,16277.2001953125
2024-07-10,13966.09459333811,16277.0
2024-07-11,13971.908944637018,16198.0
2024-07-12,13957.277646713515,16104.0
2024-07-15,13923.74709600278,16108.0
2024-07-16,13923.609989213992,16195.0
2024-07-17,13950.28486607954,16173.0
2024-07-18,13947.070101030493,16138.0
2024-07-19,13983.730987034536,16185.0
2024-07-22,13988.065433038713,16206.0
2024-07-23,13997.683828914229,16220.2001953125
2024-07-24,14008.594920527672,16222.0
2024-07-25,14015.720487875267,16246.0
2024-07-26,13986.438230433609,16337.7998046875
2024-07-29,14000.818659573855,16283.0
2024-07-30,14013.844762130582,16301.7001953125
2024-07-31,14007.94015231859,16328.5
2024-08-01,13998.335415356021,16255.0
2024-08-02,14008.537704335939,16281.0
2024-08-05,14054.353076315296,16012.0
2024-08-06,14068.434133829041,16208.0
2024-08-07,14073.237867471413,16152.2998046875
2024-08-08,14118.75191865297,16023.0
2024-08-09,14098.68038674959,15979.0
2024-08-12,14089.995934666007,15918.0
2024-08-13,14050.374817094003,15949.099609375
2024-08-14,13988.986079482678,15749.0
2024-08-15,13988.868658786289,15619.5
2024-08-16,13942.917973154033,15755.0
2024-08-19,13921.753511142271,15683.0
2024-08-20,13906.392222494449,15523.0
2024-08-21,13855.525583603154,15442.0
2024-08-22,13838.47420948064,15484.0
2024-08-23,13846.710147576465,15728.5
2024-08-26,13848.966881624081,15377.2001953125
2024-08-27,13851.043983351625,15462.599609375
2024-08-28,13856.80950624656,15467.099609375
2024-08-29,13850.264849316143,15440.0
2024-08-30,13802.855022115127,15444.7998046875
2024-09-02,13772.81845758452,15525.0
2024-09-03,13779.5710555407,15520.099609375
2024-09-04,13805.186995681046,15532.900390625
2024-09-05,13807.771215549792,15444.400390625
2024-09-06,13847.481461117737,15417.0
2024-09-09,13842.708393418681,15405.0
2024-09-10,13833.990968365024,15456.7998046875
2024-09-11,13815.909788402105,15489.0
2024-09-12,13781.955278356962,15437.0
2024-09-13,13756.000673237737,15418.7001953125
2024-09-16,13718.331210170996,15393.0
2024-09-17,13673.593226040692,15385.0
2024-09-18,13655.035160537185,15345.0
2024-09-19,13637.991731231632,15300.2001953125
2024-09-20,13645.57065545643,15197.599609375
2024-09-23,13657.163311292277,15154.0
2024-09-24,13677.001939086618,15174.099609375
2024-09-25,13679.680442662298,15121.099609375
2024-09-26,13704.7566484336,15201.5
2024-09-27,13678.44775826002,15070.0
2024-09-30,13682.081305552962,15118.0
2024-10-01,13685.988107284029,15170.599609375
2024-10-02,13703.366475319519,15260.599609375
2024-10-03,13722.71335419933,15324.0
2024-10-04,13715.748796318785,15457.0
2024-10-07,13763.051950602727,15650.0
2024-10-08,13785.623064354368,15744.0
2024-10-09,13798.635786693647,15682.400390625
2024-10-10,13821.633313075603,15664.599609375
2024-10-11,13833.63201161068,15670.900390625
2024-10-14,13783.619529684285,15562.0
2024-10-15,13796.139138099343,15573.0
2024-10-16,13793.554244555167,15578.599609375
2024-10-17,13771.196156561866,15583.900390625
2024-10-18,13768.634526215787,15493.0
2024-10-21,13756.328994607928,15467.0
2024-10-22,13732.104087123202,15556.0
2024-10-23,13739.694251755876,15586.0
2024-10-24,13737.778549940977,15663.0
2024-10-25,13735.031201342412,15621.5
2024-10-28,13775.474060236671,15688.099609375
2024-10-29,13782.038150584245,15747.0
2024-10-30,13772.79744039785,15768.0
2024-10-31,13789.935310401846,15695.5
2024-11-01,13762.188342955396,15713.0
2024-11-04,13794.935579102794,15842.0
2024-11-05,13816.426330478647,15790.0
2024-11-06,13844.70552260936,15665.0
2024-11-07,13865.437552461184,15818.2001953125
2024-11-08,13851.765015464114,15558.0
2024-11-11,13873.532538180876,15647.2001953125
2024-11-12,13915.882787567787,15765.0
2024-11-13,13926.903086357275,15788.900390625
2024-11-14,13936.931759474768,15847.2001953125
2024-11-15,13941.1488592897,15933.2998046875
2024-11-18,13943.242352778232,15891.2998046875
2024-11-19,13953.54125743474,15806.099609375
2024-11-20,13978.478824316968,15817.099609375
2024-11-21,13983.67958581797,15913.0
2024-11-22,13958.28735463338,15816.900390625
2024-11-25,13945.617053806023,15940.0
2024-11-26,13970.70386056611,15901.2001953125
2024-11-27,13959.376944700301,15930.0
2024-11-28,13971.356816108086,15863.5
2024-11-29,13993.926561829096,15878.0
2024-12-02,14003.683941829333,15829.0
2024-12-03,13982.861909656393,15910.0
2024-12-04,13978.675220930898,15940.0
2024-12-05,13951.670578749481,15906.599609375
2024-12-06,13950.819227852486,15839.7998046875
2024-12-09,13914.580455688465,15825.7998046875
2024-12-10,13920.870328945313,15864.0
2024-12-11,13909.995363090107,15908.0
2024-12-12,13916.034152698387,15963.0
2024-12-13,13921.326016937795,15967.400390625
2024-12-16,13935.978860490452,16025.7998046875
2024-12-17,13972.189985596517,15955.0
2024-12-18,13965.875736850074,15926.2001953125
2024-12-19,14073.512718125623,16145.2998046875
2024-12-20,14065.770892844292,15981.2998046875
2024-12-23,14079.420492126668,16159.2998046875
2024-12-24,14084.673024627758,16217.599609375
2024-12-25,14076.336191819666,15970.7998046875
2024-12-26,14084.067148073953,15069.400390625
2024-12-27,14070.153912433063,16189.0
